"","compound","LSM.ID","LSM.name","cell","Concordance","Tanimoto","autodock","Rank_S2L","Rank_Autodock","Geomean"
"3852","ZINC00193255","LSM-4698","AC1LGCD9","ASC",0.338,0.869,3.38e-07,1585,16781,5157.31373875974
"3853","ZINC44188951","LSM-37227","Tributyltin Chloride","HA1E",0.269,0.9,0.000162,737,36092,5157.49978187106
"3854","ZINC12832965","LSM-39500","SA-1939126","NKDBA",0.246,0.792,3.74e-08,7306,3641,5157.62988202915
"3855","ZINC50846805","LSM-5303","XAV 939","SW620",0.273,0.893,2.77e-06,888,29961,5158.0391623174
"3856","ZINC01382003","LSM-4923","BIX-01338","MCF7",0.169,0.87,3.39e-07,1584,16800,5158.60446244912
"3857","ZINC38659840","LSM-3293","RO 90-7501","MCF7",0.298,0.885,1.06e-06,1065,24989,5158.80654803027
"3858","ZINC06239662","LSM-3210","Robustic acid","VCAP",0.34,0.898,1.11e-05,783,34006,5160.10639425196
"3859","ZINC26614888","LSM-4873","ASN 04482516","PC3",0.265,0.75,2.14e-08,12882,2067,5160.14476541114
"3860","ZINC13032800","LSM-41216","SA-1938757","NKDBA",0.221,0.774,2.86e-08,9537,2794,5162.01297944901
"3861","ZINC39667650","LSM-39753","CHEMBL3184905","HT29",0.249,0.694,1.31e-08,22395,1190,5162.36864239663
"3862","ZINC63360945","LSM-3948","SCHEMBL2590640","MCF7",0.251,0.9,5.26e-05,747,35718,5165.39891973505
"3863","ZINC63761285","LSM-36783","BROAD-SAI-071","ASC",0.202,0.657,1.08e-08,28211,946,5166.00483933184
"3864","ZINC35852011","LSM-4574","ST50073310","ASC",0.278,0.798,4.14e-08,6624,4032,5167.97523213879
"3865","ZINC01479414","LSM-2885","12K-612S","A549",0.335,0.84,1.09e-07,3057,8738,5168.37169715956
"3866","ZINC00348439","LSM-6245","CHEMBL399379","THP1",0.322,0.8,4.39e-08,6265,4264,5168.55492376738
"3867","ZINC20719743","LSM-43191","Axitinib","HA1E",0.3,0.855,1.78e-07,2217,12061,5170.9996132276
"3868","ZINC39422744","LSM-1081","PDK1 Inhibitor","PC3",0.313,0.804,4.63e-08,5956,4494,5173.61227770308
"3869","ZINC59507494","LSM-5344","Mocetinostat","PC3",0.374,0.802,4.47e-08,6169,4339,5173.71153041992
"3870","ZINC05126172","LSM-1045","A-443654","A549",0.376,0.787,3.5e-08,7849,3411,5174.2573380148
"3871","ZINC49765532","LSM-36629","AK-968/11781209","PHH",0.165,0.731,1.75e-08,16186,1655,5175.69608845033
"3872","ZINC14557836","LSM-3757","NCGC00012961","PC3",0.263,0.819,6.38e-08,4567,5869,5177.23120982635
"3873","ZINC23699206","LSM-6453","CHEMDIV1_016684","PC3",0.198,0.843,1.17e-07,2910,9211,5177.2589272703
"3874","ZINC59349900","LSM-37474","BRD-K03641022","A375",0.183,0.667,1.11e-08,27208,986,5179.48723330795
"3875","ZINC35757929","LSM-2596","CHEMBL1271221","A549",0.174,0.802,4.45e-08,6219,4314,5179.64921592187
"3876","ZINC41089692","LSM-4538","AK-778/12434114","PC3",0.24,0.829,7.97e-08,3845,6978,5179.80791149633
"3877","ZINC06408546","LSM-2332","MLS003568132","A549",0.23,0.846,1.31e-07,2707,9916,5180.98562051662
"3878","CHEMBL76751","LSM-2291","MLS002276504","MCF7",0.308,0.853,1.69e-07,2305,11648,5181.56733045128
"3879","ZINC39693540","LSM-3534","Dicyclomine","HCC515",0.221,0.756,2.3e-08,12039,2231,5182.56779984594
"3880","ZINC20698699","LSM-45476","","PC3",0.236,0.859,2.07e-07,2044,13142,5182.88028030747
"3881","ZINC40826872","LSM-1368","Haematoxylin Pentaacetate","HCC515",0.183,0.726,1.69e-08,16929,1587,5183.27338657725
"3882","ZINC22824482","LSM-4706","F1566-0341","NEU",0.257,0.878,5.95e-07,1269,21173,5183.48695377928
"3883","CHEMBL446250","LSM-5569","SPBIO_003097","MCF7",0.196,0.748,2.1e-08,13323,2018,5185.1532282084
"3884","CHEMBL446250","LSM-5569","SPBIO_003097","MCF7",0.196,0.748,2.1e-08,13324,2019,5186.63243347743
"3885","ZINC11347482","LSM-4637","STK218951","PC3",0.192,0.789,3.59e-08,7712,3489,5187.21196790723
"3886","ZINC13636395","LSM-1057","MK-2206","A549",0.326,0.841,1.14e-07,2974,9054,5189.08431228478
"3887","ZINC39664968","LSM-3792","Benperidol","VCAP",0.351,0.707,1.45e-08,20062,1343,5190.690320179
"3888","ZINC14129443","LSM-45258","IOWH032","HELA",0.293,0.83,8.32e-08,3752,7183,5191.39827021584
"3889","ZINC04146179","LSM-1985","2-Phenyl-n-[4-(1,3-thiazol-2-ylsulfamoyl)phenyl]quinoline-4-carboxamide","VCAP",0.24,0.82,6.52e-08,4514,5972,5192.07164819593
"3890","ZINC12003869","LSM-45404","KW-2478","YAPC",0.21,0.727,1.71e-08,16729,1612,5192.99027536159
"3891","ZINC38609999","LSM-6420","AC1MFIS3","NPC",0.256,0.859,2.09e-07,2038,13233,5193.15453265161
"3892","ZINC08450281","LSM-4538","AK-778/12434114","PC3",0.24,0.771,2.8e-08,9898,2725,5193.46223631211
"3893","ZINC09427688","LSM-44594","AN-023/14772014","HEPG2",0.166,0.728,1.73e-08,16532,1633,5195.84025928434
"3894","ZINC35069725","LSM-3884","VU0400193-3","HEPG2",0.22,0.773,2.85e-08,9688,2787,5196.19630114183
"3895","ZINC64540123","LSM-1149","SCHEMBL570779","HEPG2",0.25,0.79,3.7e-08,7534,3585,5197.05589733264
"3896","ZINC28054835","LSM-45297","Deferasirox","MCF7",0.216,0.883,8.87e-07,1132,23865,5197.61291363641
"3897","ZINC57637886","LSM-4732","ST074627","VCAP",0.259,0.895,5.04e-06,842,32102,5199.02721670122
"3898","ZINC06442044","LSM-45820","Letermovir","MCF7",0.216,0.791,3.73e-08,7461,3625,5200.58890896022
"3899","ZINC39336656","LSM-2784","4-(4-Bromophenyl)-2-(methylsulfonyl)thiazole","VCAP",0.324,0.889,2e-06,949,28503,5200.898672345
"3900","ZINC12644305","LSM-45850","","PC3",0.301,0.646,1.06e-08,29530,916,5200.91145858108
"3901","ZINC44713682","LSM-2906","Ritanserin","HCC515",0.236,0.747,2.1e-08,13403,2020,5203.27396933892
"3902","ZINC08783445","LSM-41365","BRD-K75101679","A375",0.176,0.818,6.17e-08,4743,5710,5204.08781632286
"3903","ZINC39637286","LSM-12093","BRD-K60637442","A549",0.209,0.878,5.97e-07,1277,21208,5204.09607905158
"3904","ZINC26456518","LSM-45761","DICUMAROL","YAPC",0.261,0.829,8.13e-08,3831,7070,5204.34145689923
"3905","ZINC19638559","LSM-4378","AG-205/37023070","VCAP",0.275,0.74,1.94e-08,14580,1858,5204.77088832928
"3906","ZINC39336737","LSM-43051","CHEMBL1718102","MCF7",0.239,0.845,1.29e-07,2760,9826,5207.66358360446
"3907","ZINC63764150","LSM-45745","Lorcaserin HCl","HELA",0.233,0.9,0.000476,749,36216,5208.24192986463
"3908","ZINC17721002","LSM-6236","TW 37","A375",0.237,0.826,7.55e-08,4054,6694,5209.3642606368
"3909","ZINC13070729","LSM-42691","SRT-1720","RMUGS",0.257,0.67,1.15e-08,26350,1030,5209.65449910068
"3910","ZINC13174486","LSM-4726","3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide","A549",0.266,0.794,3.95e-08,7070,3841,5211.12943612035
"3911","ZINC39982705","LSM-3019","SMR001317717","MCF7",0.214,0.733,1.81e-08,15754,1724,5211.51571042437
"3912","ZINC22839325","LSM-1201","NVP-BHG712","PC3",0.345,0.798,4.22e-08,6608,4111,5212.0521869989
"3913","ZINC63851682","LSM-3142","SMR000076922","MCF7",0.268,0.848,1.45e-07,2559,10616,5212.13430371858
"3914","ZINC09963018","LSM-45912","Mozavaptan","YAPC",0.241,0.787,3.52e-08,7932,3428,5214.48904495925
"3915","ZINC40823526","LSM-4726","3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide","A549",0.266,0.817,6.09e-08,4805,5659,5214.54648075938
"3916","ZINC22325158","LSM-2878","VU0366037-2","HT29",0.268,0.671,1.16e-08,26248,1036,5214.68388303644
"3917","ZINC38684330","LSM-3293","RO 90-7501","MCF7",0.298,0.831,8.73e-08,3656,7439,5215.07277034559
"3918","ZINC39852712","LSM-3638","T5291115","MCF7",0.319,0.854,1.77e-07,2264,12019,5216.41792804219
"3919","ZINC21664310","LSM-15008","BRD-K98044070","MCF7",0.168,0.797,4.11e-08,6801,4004,5218.35261361284
"3920","ZINC02663963","LSM-4096","MLS000047258","HEPG2",0.209,0.734,1.83e-08,15570,1749,5218.42217533231
"3921","ZINC03436899","LSM-45438","AMG-208","PC3",0.24,0.818,6.29e-08,4694,5810,5222.27345128537
"3922","ZINC38984513","LSM-4641","4-Ethoxy-n-[3-(phenylamino)quinoxalin-2-yl]benzenesulfonamide","PC3",0.298,0.859,2.17e-07,2020,13502,5222.45536122617
"3923","ZINC39324480","LSM-1691","MLS-0351016.0001","MCF7",0.182,0.882,8.17e-07,1170,23325,5224.00708269045
"3924","ZINC08673288","LSM-1220","U0126","HCC515",0.267,0.865,2.94e-07,1742,15670,5224.66649653353
"3925","ZINC40987908","LSM-45609","Zaurategrast","MCF7",0.284,0.677,1.21e-08,25183,1084,5224.7843974656
"3926","ZINC40949450","LSM-1143","Trametinib","MCF10A",0.287,0.829,8.28e-08,3811,7167,5226.22588490012
"3927","ZINC12814085","LSM-45772","Telotristat","YAPC",0.184,0.8,4.26e-08,6569,4161,5228.15541084999
"3928","ZINC36642772","LSM-2155","KUC104487","HCC515",0.276,0.779,3.18e-08,8841,3092,5228.41964650888
"3929","ZINC01900267","LSM-37210","IWP 2","NEU",0.236,0.623,1e-08,31863,858,5228.61874685849
"3930","ZINC28048722","LSM-3515","CHEMBL1456973","HT29",0.283,0.893,3.58e-06,884,30959,5231.42007489362
"3931","ZINC10886996","LSM-1884","MLS002576689","MCF7",0.206,0.811,5.33e-08,5377,5093,5233.07376214018
"3932","ZINC32604693","LSM-4378","AG-205/37023070","VCAP",0.275,0.722,1.67e-08,17553,1561,5234.52318745461
"3933","ZINC02286063","LSM-45476","","PC3",0.236,0.843,1.22e-07,2891,9478,5234.58670765897
"3934","ZINC13132625","LSM-4066","MLS003221407","PC3",0.254,0.868,3.43e-07,1621,16904,5234.63312945616
"3935","ZINC02286063","LSM-45476","","PC3",0.236,0.843,1.22e-07,2892,9479,5235.76813848742
"3936","ZINC09391510","LSM-3826","TCS-359","A549",0.171,0.667,1.13e-08,27277,1005,5235.77931162115
"3937","ZINC15862880","LSM-40330","BRD-K55697606","MCF7",0.18,0.677,1.21e-08,25270,1085,5236.21523621785
"3938","ZINC08345956","LSM-1891","MLS002607806","VCAP",0.248,0.867,3.18e-07,1679,16334,5236.86795709038
"3939","ZINC36273720","LSM-5344","Mocetinostat","PC3",0.374,0.835,9.87e-08,3360,8164,5237.46503568282
"3940","ZINC39835040","LSM-36714","NCGC00170189-01","PC3",0.218,0.702,1.42e-08,21045,1304,5238.57614242649
"3941","ZINC18586658","LSM-2912","N,N-Hexamethyleneamiloride","HA1E",0.292,0.587,9.57e-09,34135,805,5242.01058755131
"3942","ZINC40305398","LSM-4502","ST012030","NPC",0.198,0.882,8.47e-07,1167,23557,5243.18786617455
"3943","ZINC39920713","LSM-4862","MLS-0315871.0001","VCAP",0.259,0.875,5.36e-07,1348,20403,5244.35353499361
"3944","ZINC09233972","LSM-6516","AC1N39OF","VCAP",0.174,0.759,2.43e-08,11680,2355,5244.65442140853
"3945","ZINC02232392","LSM-2299","Fast Scarlet","A549",0.314,0.884,1.1e-06,1092,25191,5244.86148530159
"3946","ZINC29186694","LSM-6291","VX-11E","HCT116",0.259,0.8,4.43e-08,6403,4298,5245.95977872496
"3947","ZINC22435878","LSM-3933","ASN 04482680","HT29",0.31,0.791,3.83e-08,7395,3724,5247.75952192933
"3948","ZINC19822592","LSM-36824","AC1MFX8K","SKM1",0.229,0.81,5.24e-08,5486,5022,5248.87530810173
"3949","ZINC40813951","LSM-4726","3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide","A549",0.266,0.803,4.65e-08,6105,4513,5248.98704513547
"3950","ZINC38701115","LSM-45291","Conivaptan HCl","YAPC",0.242,0.814,5.77e-08,5092,5411,5249.07725224158
"3951","ZINC35806146","LSM-1280","SPECTRUM_001095","MCF7",0.231,0.807,5.01e-08,5732,4815,5253.53024165656
"3952","ZINC33257239","LSM-5238","TENOVIN-1","A549",0.267,0.86,2.34e-07,1968,14026,5253.87171522107
"3953","CHEMBL489313","LSM-1098","Gefitinib","SKBR3",0.332,0.734,1.86e-08,15499,1781,5253.92415247879
"3954","ZINC64439263","LSM-42816","MLS-0425579.0001","VCAP",0.267,0.773,2.95e-08,9646,2862,5254.22230211094
"3955","ZINC60386198","LSM-2220","MLS003128611","VCAP",0.258,0.723,1.69e-08,17385,1588,5254.2725471753
"3956","ZINC39558038","LSM-41145","BRD-K71154829","VCAP",0.193,0.6,9.67e-09,33600,822,5255.39722570996
"3957","CHEMBL489313","LSM-1098","Gefitinib","SKBR3",0.332,0.734,1.86e-08,15500,1782,5255.56847543632
"3958","ZINC16035466","LSM-42868","MLS-0091943.0001","HEPG2",0.229,0.855,1.84e-07,2248,12288,5255.79908291784
"3959","ZINC12832848","LSM-38534","BRD-K23217353","MCF7",0.187,0.767,2.69e-08,10547,2621,5257.72640977067
"3960","ZINC09427460","LSM-5381","Neurodazine","MCF7",0.201,0.879,6.89e-07,1245,22205,5257.87266867504
"3961","ZINC01867904","LSM-4904","ZINC01041848","MCF7",0.21,0.844,1.28e-07,2831,9768,5258.63176120937
"3962","ZINC38690896","LSM-2596","CHEMBL1271221","A549",0.174,0.821,6.81e-08,4474,6184,5259.96349797221
"3963","ZINC03310158","LSM-45952","Dihydroorotate Dehydrogenase Inhibitor, Brequinar","MCF7",0.168,0.847,1.42e-07,2642,10473,5260.19638416666
"3964","ZINC63258757","LSM-42689","Fcodpguefhccia-Uhfffaoysa-N","RMUGS",0.251,0.882,9.07e-07,1153,23999,5260.30864113504
"3965","ZINC63375541","LSM-2287","Midostaurin","VCAP",0.345,0.83,8.64e-08,3742,7395,5260.42678876914
"3966","ZINC33256315","LSM-1143","Trametinib","MCF10A",0.287,0.833,9.54e-08,3470,7976,5260.8668487237
"3967","ZINC38690896","LSM-2596","CHEMBL1271221","A549",0.174,0.821,6.81e-08,4475,6185,5260.97662036242
"3968","ZINC10083445","LSM-3933","ASN 04482680","HT29",0.31,0.773,2.98e-08,9590,2889,5263.60237859966
"3969","ZINC38700480","LSM-1124","MGCD-265","HUVEC",0.283,0.824,7.39e-08,4203,6594,5264.4640752882
"3970","ZINC01060291","LSM-2056","AC1L1JM9","PC3",0.272,0.699,1.4e-08,21555,1286,5264.95299124313
"3971","CHEMBL419137","LSM-3872","CHEMBL493153","HA1E",0.261,0.74,1.99e-08,14606,1898,5265.18641645289
"3972","ZINC49124050","LSM-2050","CID755673","VCAP",0.223,0.875,5.11e-07,1383,20045,5265.19087973076
"3973","ZINC09158055","LSM-45513","AZD1981","PC3",0.236,0.871,4.06e-07,1520,18240,5265.43445500939
"3974","ZINC13527725","LSM-45445","Betrixaban","YAPC",0.25,0.866,3.13e-07,1712,16196,5265.69577548874
"3975","ZINC08437700","LSM-45360","","VCAP",0.179,0.896,8.61e-06,828,33492,5266.05886788213
"3976","CHEMBL419137","LSM-3872","CHEMBL493153","HA1E",0.261,0.74,1.99e-08,14607,1899,5266.7535541356
"3977","CHEMBL419137","LSM-3872","CHEMBL493153","HA1E",0.261,0.74,1.99e-08,14608,1900,5268.3204154645
"3978","CHEMBL419137","LSM-3872","CHEMBL493153","HA1E",0.261,0.74,1.99e-08,14609,1901,5269.88700068607
"3979","ZINC36524076","LSM-4641","4-Ethoxy-n-[3-(phenylamino)quinoxalin-2-yl]benzenesulfonamide","PC3",0.298,0.757,2.42e-08,11848,2348,5274.38185951681
"3980","ZINC39665818","LSM-3121","GR-103691","MCF7",0.177,0.756,2.38e-08,12080,2304,5275.63455898909
"3981","ZINC03096757","LSM-6006","Pranlukast","HELA",0.176,0.778,3.14e-08,9154,3043,5277.8425516493
"3982","ZINC20683096","LSM-7355","BRD-K39685923","VCAP",0.237,0.573,9.55e-09,34697,803,5278.41747117448
"3983","ZINC39927213","LSM-2596","CHEMBL1271221","A549",0.174,0.793,3.97e-08,7210,3865,5278.88719333914
"3984","ZINC35741608","LSM-12093","BRD-K60637442","A549",0.209,0.878,6.57e-07,1278,21846,5283.86108825734
"3985","ZINC09797529","LSM-45476","","PC3",0.236,0.759,2.48e-08,11607,2407,5285.64556132929
"3986","ZINC09019700","LSM-1271","MLS003221411","HT29",0.286,0.838,1.1e-07,3178,8799,5288.02628586508
"3987","ZINC53285485","LSM-3937","BRD-K86727142-001-06-6","SKB",0.204,0.87,3.81e-07,1576,17749,5288.89629317876
"3988","ZINC12586892","LSM-3623","MLS001002737","MCF7",0.325,0.712,1.56e-08,19212,1456,5288.91973847212
"3989","ZINC25470416","LSM-45259","SNX-2112 (PF-04928473)","MCF7",0.238,0.768,2.78e-08,10350,2703,5289.23907570834
"3990","ZINC38547687","LSM-3656","SR-02000000238","PC3",0.238,0.831,8.93e-08,3695,7577,5291.2205586235
"3991","ZINC40570146","LSM-41900","BRD-K84797952","A375",0.177,0.857,1.97e-07,2189,12792,5291.66212073296
"3992","ZINC06442908","LSM-39458","SCHEMBL17783882","MCF7",0.322,0.766,2.72e-08,10579,2647,5291.74952166105
"3993","ZINC47135933","LSM-45309","2-(4-chlorophenyl)-3-(2-methoxyphenyl)hexahydro-1H-pyrrolo[1,2-c]imidazol-1-one","CD34",0.194,0.809,5.23e-08,5589,5011,5292.1147946733
"3994","ZINC24274436","LSM-43103","ZINC06431970","VCAP",0.326,0.709,1.52e-08,19765,1417,5292.16449101877
"3995","ZINC63708284","LSM-6587","BRD-K37618507","A375",0.222,0.794,4.05e-08,7097,3948,5293.29349271321
"3996","ZINC39635864","LSM-7445","MLS003130173","VCAP",0.174,0.7,1.42e-08,21509,1305,5298.04161931558
"3997","ZINC15473428","LSM-37130","CHEMBL569102","NEU",0.258,0.827,8.13e-08,3970,7071,5298.28934657216
"3998","ZINC13065486","LSM-45820","Letermovir","MCF7",0.216,0.786,3.55e-08,8115,3460,5298.85836761089
"3999","CHEMBL248114","LSM-1023","Imatinib","HT29",0.304,0.745,2.13e-08,13664,2055,5299.01122852179
"4000","ZINC06300864","LSM-45820","Letermovir","MCF7",0.216,0.764,2.63e-08,10961,2563,5300.28706769737
"4001","ZINC21977085","LSM-43041","Mycophenolate Mofetil","A549",0.285,0.77,2.89e-08,9984,2814,5300.46941317465
"4002","ZINC05482318","LSM-4751","856437-59-7","PC3",0.212,0.875,5.27e-07,1386,20282,5301.96680487534
"4003","ZINC64870970","LSM-4096","MLS000047258","HEPG2",0.209,0.817,6.32e-08,4825,5830,5303.7486742869
"4004","ZINC39533953","LSM-42603","BRD-K98370047","HT29",0.216,0.815,6.01e-08,5025,5601,5305.18849806489
"4005","ZINC57641909","LSM-40097","SA-1938867","MCF7",0.29,0.768,2.81e-08,10293,2738,5308.69418972312
"4006","ZINC16208495","LSM-6297","NCGC00346967-01","MCF10A",0.315,0.685,1.3e-08,23829,1183,5309.39798847289
"4007","ZINC63205649","LSM-4637","STK218951","PC3",0.192,0.75,2.2e-08,13223,2132,5309.56081046258
"4008","ZINC63980142","LSM-5013","KI-16425","MCF7",0.334,0.705,1.49e-08,20444,1379,5309.63991246111
"4009","ZINC01251447","LSM-37210","IWP 2","NEU",0.236,0.712,1.56e-08,19356,1457,5310.52652756768
"4010","ZINC38609925","LSM-36795","CHEMBL2203528","THP1",0.367,0.835,1.03e-07,3364,8386,5311.35613567759
"4011","ZINC12902067","LSM-2287","Midostaurin","VCAP",0.345,0.835,1.03e-07,3365,8387,5312.46223515989
"4012","ZINC35326438","LSM-3498","SB-431542","PC3",0.245,0.831,9.05e-08,3688,7653,5312.65131549211
"4013","ZINC42016488","LSM-3187","KUC103882","HT29",0.336,0.872,4.75e-07,1448,19492,5312.66562094774
"4014","ZINC27017997","LSM-1135","Linsitinib","SKBR3",0.287,0.874,5.15e-07,1404,20104,5312.81620235445
"4015","ZINC31829222","LSM-45674","XL-147","A375",0.173,0.829,8.48e-08,3874,7292,5314.99840075235
"4016","ZINC36028064","LSM-12577","BRD-K68095812","VCAP",0.187,0.897,1.48e-05,819,34502,5315.74435051198
"4017","ZINC41583670","LSM-4160","Hexamethoxyflavone","HCC515",0.225,0.8,4.5e-08,6482,4360,5316.1565063493
"4018","ZINC39411949","LSM-5344","Mocetinostat","PC3",0.374,0.843,1.31e-07,2850,9917,5316.33802537047
"4019","ZINC02329037","LSM-2909","AC1NH1CK","A375",0.205,0.776,3.13e-08,9323,3032,5316.70348994563
"4020","ZINC02503168","LSM-2321","F1298-0937","HCC515",0.256,0.816,6.27e-08,4881,5793,5317.48370942498
"4021","ZINC13972893","LSM-43140","AC1M52QF","VCAP",0.315,0.765,2.71e-08,10719,2638,5317.58610649607
"4022","ZINC17729222","LSM-4070","MLS001065911","VCAP",0.274,0.863,2.84e-07,1834,15419,5317.74820765331
"4023","ZINC06614683","LSM-9430","BRD-K16533918","A549",0.174,0.892,3.43e-06,918,30806,5317.88567007603
"4024","ZINC01381985","LSM-4066","MLS003221407","PC3",0.254,0.846,1.43e-07,2689,10518,5318.16716548098
"4025","ZINC16516071","LSM-2596","CHEMBL1271221","A549",0.174,0.86,2.37e-07,2003,14127,5319.43427443182
"4026","ZINC13143158","LSM-2458","MLS003568130","MCF7",0.231,0.833,9.52e-08,3555,7960,5319.56765160478
"4027","ZINC39469602","LSM-36600","BRD-K92543914","A375",0.328,0.683,1.29e-08,24148,1172,5319.91127745567
"4028","ZINC13143158","LSM-2458","MLS003568130","MCF7",0.231,0.833,9.52e-08,3556,7961,5320.6499602962
"4029","ZINC02631595","LSM-6210","ZINC01050121","MCF7",0.313,0.871,4.39e-07,1500,18875,5320.94916344819
"4030","ZINC63122375","LSM-3451","MLS002699435","MCF7",0.252,0.77,2.91e-08,10003,2831,5321.51228505582
"4031","ZINC13143158","LSM-2458","MLS003568130","MCF7",0.231,0.833,9.52e-08,3557,7962,5321.73223678155
"4032","ZINC59148473","LSM-45445","Betrixaban","YAPC",0.25,0.843,1.29e-07,2882,9827,5321.7867300372
"4033","ZINC13143158","LSM-2458","MLS003568130","MCF7",0.231,0.833,9.52e-08,3558,7963,5322.81448108047
"4034","ZINC01623266","LSM-2332","MLS003568132","A549",0.23,0.883,1.08e-06,1129,25107,5324.07766660104
"4035","ZINC63683241","LSM-1060","TAK-715","SKB",0.295,0.807,5.2e-08,5698,4975,5324.24173004945
"4036","ZINC07098942","LSM-42884","CHEMBL1456638","PC3",0.251,0.862,2.67e-07,1893,14976,5324.43123723088
"4037","ZINC15838499","LSM-5998","Pilaralisib","YAPC",0.27,0.727,1.79e-08,16620,1706,5324.82112375618
"4038","ZINC36653785","LSM-4903","GANT-61","MCF7",0.253,0.757,2.46e-08,11884,2386,5324.96234728472
"4039","CHEMBL475769","LSM-3800","CHEMBL453376","HCC515",0.341,0.898,NA,782,36263,5325.19163974406
"4040","ZINC55084563","LSM-45755","Docosanoic acid","HELA",0.263,0.897,3.56e-05,801,35450,5328.73812454694
"4041","ZINC21251958","LSM-4574","ST50073310","ASC",0.278,0.823,7.46e-08,4286,6631,5331.08488020966
"4042","ZINC39669069","LSM-4031","Nefazodone","HA1E",0.251,0.725,1.76e-08,17049,1668,5332.70400453654
"4043","ZINC33386610","LSM-2332","MLS003568132","A549",0.23,0.838,1.11e-07,3213,8852,5333.0550344057
"4044","ZINC63254413","LSM-40842","BRD-K65385622","A375",0.27,0.774,3.08e-08,9497,2995,5333.24619720485
"4045","ZINC39484650","LSM-1194","TIE2 Kinase Inhibitor","NEU",0.244,0.857,2.11e-07,2141,13289,5334.01809145788
"4046","ZINC40466448","LSM-12161","BRD-K61541040","VCAP",0.173,0.762,2.61e-08,11220,2536,5334.22159269748
"4047","ZINC39654491","LSM-37340","BRD-K01093405","PC3",0.294,0.711,1.57e-08,19477,1461,5334.40690236506
"4048","ZINC02912149","LSM-3300","4-Methoxy-2-(4-propoxyphenyl)quinazoline","PC3",0.29,0.863,2.9e-07,1828,15572,5335.31779746999
"4049","ZINC14624916","LSM-4876","MLS-0435555.0001","ASC",0.27,0.806,5.12e-08,5803,4907,5336.22722529691
"4050","ZINC38547841","LSM-4317","CHEMBL599255","ASC",0.205,0.863,2.8e-07,1860,15318,5337.74109525743
"4051","ZINC01477630","LSM-3112","SRC Kinase Inhibitor I","VCAP",0.266,0.85,1.67e-07,2464,11568,5338.87179093111
"4052","ZINC44714213","LSM-2906","Ritanserin","HCC515",0.236,0.662,1.16e-08,27506,1037,5340.76043274738
"4053","ZINC36028065","LSM-12577","BRD-K68095812","VCAP",0.187,0.897,1.83e-05,820,34788,5340.98867252122
"4054","ZINC14237559","LSM-3964","MLS002276500","VCAP",0.315,0.867,3.63e-07,1644,17361,5342.4230457724
