"LINCS Candidate Name","Candidate LSM ID","Cell Line","Concordance"
"BRD-K15594502","LSM-38085","A549",0.282
"SA-96805","LSM-39472","NKDBA",0.282
"Desoximetasone","LSM-5448","A549",0.282
"PF-04457845","LSM-45946","YAPC",0.282
"SA-1457810","LSM-39355","NKDBA",0.282
"AC1O8PYD","LSM-1697","HT29",0.282
"5-Bromo-n-(6-butyl-1,3-benzothiazol-2-yl)furan-2-carboxamide","LSM-2765","HT29",0.282
"BRD-K66295580","LSM-40890","A549",0.282
"MLS-0435531.0001","LSM-4869","VCAP",0.282
"Gossypol","LSM-6229","VCAP",0.282
"Vicriviroc","LSM-6059","YAPC",0.282
"Simvastatin","LSM-2492","HCC15",0.282
"BRD-K87730884","LSM-13808","VCAP",0.282
"BRD-K38320477","LSM-10750","VCAP",0.282
"BGT-226","LSM-6710","HT29",0.282
"MLS003370632","LSM-3694","A375",0.282
"Emodic acid","LSM-4128","MCF7",0.282
"Lomeguatrib","LSM-45635","HA1E",0.282
"BRD-K54756845","LSM-40268","VCAP",0.282
"CHEMBL2356786","LSM-10402","A375",0.282
"BRD-K44123761","LSM-39701","VCAP",0.282
"BRD-K83473338","LSM-13532","A549",0.282
"AC1NQXBX","LSM-5062","MCF7",0.282
"BRD-K37058154","LSM-7321","VCAP",0.282
"Gabexate","LSM-3314","HA1E",0.282
"ML075","LSM-2945","A549",0.282
"PRESTWICK3_000652","LSM-1504","HCC515",0.282
"metitepine","LSM-4320","HT29",0.282
"Hoechst 33258","LSM-45280","HA1E",0.282
"Tomelukast","LSM-3675","A549",0.282
"Picotamide","LSM-3497","VCAP",0.282
"MLS003130364","LSM-6158","A549",0.282
"BRD-K22983069","LSM-38519","VCAP",0.282
"BRD-K60341033","LSM-36569","PC3",0.282
"SMR000047763","LSM-3244","VCAP",0.282
"Milciclib (PHA-848125)","LSM-45577","HA1E",0.282
"Icariin","LSM-3462","VCAP",0.282
"VU0413807-2","LSM-1620","PC3",0.282
"BRD-K73517272","LSM-14916","VCAP",0.282
"Topiroxostat","LSM-45827","HA1E",0.282
"BRD-K95360473","LSM-14274","HT29",0.282
"Trazodone","LSM-3580","HT29",0.282
"BRD-K00636532","LSM-8475","VCAP",0.282
"Vincamine","LSM-2907","A549",0.281
"CHEMBL1868923","LSM-6103","PC3",0.281
"AK-968/41923934","LSM-4844","VCAP",0.281
"BRD-K75091523","LSM-13026","A549",0.281
"Propofol","LSM-3847","VCAP",0.281
"BRD-K30361687","LSM-10258","VCAP",0.281
"GF-109203","LSM-2677","NPC",0.281
"Acenocoumarol","LSM-5112","YAPC",0.281
"BRD-K12249810","LSM-37901","VCAP",0.281
"CHEMBL2354376","LSM-40214","VCAP",0.281
"Tryptoline","LSM-2711","A549",0.281
"Raclopride","LSM-2064","VCAP",0.281
"Buspirone","LSM-4105","HA1E",0.281
"CHEMBL2356562","LSM-42502","VCAP",0.281
"SA-1938862","LSM-38426","NKDBA",0.281
"CHEMBL1868011","LSM-6088","NKDBA",0.281
"BRD-K49373277","LSM-40012","PC3",0.281
"Tivantinib","LSM-1131","HUVEC",0.281
"BRD-K12912249","LSM-37934","A549",0.281
"IMD-0354","LSM-3667","HCT116",0.281
"Dabrafenib","LSM-6303","A375",0.281
"BRD-K54247306","LSM-11728","HT29",0.281
"BRD-K40963620","LSM-39532","MCF7",0.281
"BRD-K66340791","LSM-40892","HT29",0.281
"Desacetoxymatricarin","LSM-4167","HT29",0.281
"BRD-K42677417","LSM-11018","VCAP",0.281
"Pentobarbital","LSM-1566","A549",0.281
"ST021200","LSM-4601","SKM1",0.281
"Tetrahydrouridine","LSM-45757","PC3",0.281
"SCHEMBL12187882","LSM-2029","A549",0.281
"UNC 669","LSM-6337","HCC515",0.281
"BRD-K65540587","LSM-14893","MCF7",0.281
"CC-401","LSM-1186","HCC515",0.281
"Securinine","LSM-6733","PC3",0.281
"BRD-K49417484","LSM-11431","VCAP",0.281
"BRD-K13226037","LSM-44692","VCAP",0.281
"Beclomethasone Dipropionate","LSM-4209","VCAP",0.281
"AC1O9ZTN","LSM-2009","VCAP",0.281
"BRD-K23794511","LSM-9866","VCAP",0.281
"BRD-K71387353","LSM-12794","HT29",0.281
"SB258585","LSM-3812","A549",0.281
"BRD-K82185908","LSM-3846","HT29",0.281
"4-Hydroxy-retinoic acid","LSM-43161","VCAP",0.281
"BRD-K91395443","LSM-42250","VCAP",0.281
"ASN 05548389","LSM-4847","VCAP",0.281
"Bithionol","LSM-2862","HCC515",0.281
"BRD-K20255967","LSM-9665","A549",0.281
"ZINC35566775","LSM-6024","PC3",0.281
"MDM2 Inhibitor","LSM-43034","A375",0.281
"Theophylline","LSM-6010","MCF7",0.281
"CGP71683A","LSM-2692","PC3",0.281
"BRD-K52435112","LSM-15148","PC3",0.281
"ZINC77024257","LSM-1171","PC3",0.281
"BRD-K55715339","LSM-45106","MCF7",0.281
"BRD-K91416305","LSM-42251","VCAP",0.281
"F1679-0128","LSM-4626","PC3",0.281
"MLS002474283","LSM-6132","PC3",0.281
"SPECTRUM_001319","LSM-1963","YAPC",0.281
"BRD-K79992300","LSM-13312","VCAP",0.281
"Rutin","LSM-2457","HA1E",0.281
"Ibuprofen","LSM-1354","HELA",0.281
"BRD-K80193146","LSM-13324","VCAP",0.281
"BRD-A62647958","LSM-45248","PC3",0.281
"Withaferin-A","LSM-5073","A549",0.281
"SCHEMBL17378613","LSM-5749","MCF10A",0.281
"MLS002703105","LSM-1300","VCAP",0.28
"CHEMBL3188250","LSM-41284","A549",0.28
"BRD-K68190084","LSM-40980","MCF7",0.28
"CHEMBL149","LSM-5059","VCAP",0.28
"Quetiapine","LSM-3543","A375",0.28
"MLN-0128","LSM-1206","PC3",0.28
"BAS 07529539","LSM-2407","PC3",0.28
"BRD-K36910796","LSM-15073","MCF7",0.28
"CHEMBL2355890","LSM-6823","HEPG2",0.28
"BRD-A96746500","LSM-45978","HT29",0.28
"Scopolamine","LSM-1330","VCAP",0.28
"Anpirtoline","LSM-3232","HT29",0.28
"BRD-K46489288","LSM-7439","VCAP",0.28
"CID 45006067","LSM-43074","VCAP",0.28
"BRD-K14622703","LSM-9314","VCAP",0.28
"BRD-K28223745","LSM-10137","A375",0.28
"BRD-K85388022","LSM-13650","VCAP",0.28
"Verapamil","LSM-1298","A549",0.28
"BRD-K67559633","LSM-40954","VCAP",0.28
"Chlorotrianisene","LSM-5411","HA1E",0.28
"BRD-K86947329","LSM-42013","PC3",0.28
"Capsaicin","LSM-43180","RKO",0.28
"ML178","LSM-2300","VCAP",0.28
"SMR000200744","LSM-2679","A375",0.28
"BRD-K96694631","LSM-42518","MCF7",0.28
"BRD-K01448700-019-01-8","LSM-36465","PC3",0.28
"ST007958","LSM-4771","VCAP",0.28
"BRD-K51971121","LSM-11609","VCAP",0.28
"Ibrutinib (PCI-32765)","LSM-45830","YAPC",0.28
"MLS002699818","LSM-2918","PC3",0.28
"KUC104230","LSM-2512","HA1E",0.28
"BRD-K35199432","LSM-10547","VCAP",0.28
"CHEMBL2152380","LSM-44598","HEPG2",0.28
"BRD-K51083659","LSM-40089","A375",0.28
"BRD-K49309964","LSM-7484","VCAP",0.28
"BRD-K32759520","LSM-10415","VCAP",0.28
"CHEMBL1609153","LSM-3045","HEPG2",0.28
"Enzastaurin","LSM-1069","PC3",0.28
"BRD-K71746288","LSM-6147","PC3",0.28
"172516-45-9","LSM-3611","A549",0.28
"TRAVOPROST","LSM-45593","HELA",0.28
"MLS003129654","LSM-7850","VCAP",0.28
"BRD-K38498143","LSM-10759","VCAP",0.28
"BRD-K19198293","LSM-38301","VCAP",0.28
"BRD-K90074540","LSM-13986","VCAP",0.28
"Hexylcaine","LSM-1954","HA1E",0.28
"CHEMBL3187513","LSM-10718","VCAP",0.28
"Busulfan","LSM-5388","MCF7",0.28
"Clodronic acid","LSM-5802","PC3",0.28
"CHEMBL2356076","LSM-40121","VCAP",0.28
"Risperidone","LSM-3193","A549",0.28
"BRD-K24742410","LSM-9929","VCAP",0.28
"CHEMBL2143402","LSM-40215","PC3",0.28
"AN-465/42889161","LSM-4517","A549",0.28
"BRD-K87791256","LSM-7975","VCAP",0.28
"BRD-K07568447","LSM-8879","VCAP",0.28
"BRD-K98240084","LSM-14465","A375",0.28
"Suloctidil","LSM-1469","HA1E",0.28
"BRD-K88617254","LSM-13875","VCAP",0.28
"BRD-K74782274","LSM-41341","A549",0.28
"CHEMBL3186771","LSM-42163","HT29",0.28
"Doramapimod","LSM-1170","YAPC",0.28
"NVP-AEW541","LSM-44953","MCF10A",0.28
"BRD-K19554975","LSM-43374","VCAP",0.28
"SA-243929","LSM-37535","MCF7",0.28
"CHEMBL1734733","LSM-1741","HCC515",0.28
"BRD-K58826089","LSM-11983","A549",0.28
"BRD-K15761174","LSM-7061","VCAP",0.28
"ST012015","LSM-43095","VCAP",0.28
"Ketoprofen","LSM-1955","VCAP",0.28
"SCHEMBL17497315","LSM-44610","HA1E",0.28
"SMR000108731","LSM-4146","VCAP",0.28
"151057-13-5","LSM-2212","HA1E",0.28
"Androstenol","LSM-5400","FIBRNPC",0.28
"DG-041","LSM-43279","RMUGS",0.28
"BRD-K95285735","LSM-42434","MCF7",0.28
"BRD-K73224765","LSM-41247","PC3",0.279
"Ginkgolide B","LSM-45504","YAPC",0.279
"CHEMBL2358913","LSM-9521","VCAP",0.279
"BRD-K62237490","LSM-12209","VCAP",0.279
"Naproxen","LSM-5689","HT29",0.279
"CHEMBL1950303","LSM-1058","HCC515",0.279
"PCI-32765","LSM-1129","HCC515",0.279
"SA-424828","LSM-14695","MCF7",0.279
"Tyrphostin 46","LSM-42972","ASC",0.279
"Alpha-(2-furanylmethylene)-1H-benzimidazole-2-acetonitrile","LSM-43328","PC3",0.279
"Lamivudine","LSM-5215","HEPG2",0.279
"Cpccoet","LSM-1360","A375",0.279
"CAY-10594","LSM-6256","NCIH1694",0.279
"DPO-1","LSM-4249","VCAP",0.279
"Sulfapyridine","LSM-5531","MCF7",0.279
"MLS000526305","LSM-4036","HT29",0.279
"Tioconazole","LSM-5028","MCF7",0.279
"1-(1,3-Benzodioxol-5-ylcarbonyl)piperidine","LSM-20930","HELA",0.279
"ML130","LSM-4000","HEPG2",0.279
"4-(Pyridin-3-yloxy)-phthalonitrile","LSM-4896","A549",0.279
"BRD-K64630692","LSM-12377","VCAP",0.279
"BRD-K46587586","LSM-11273","MCF7",0.279
"BRD-K49477330","LSM-44782","NPC",0.279
"Strophanthidin","LSM-3891","VCAP",0.279
"ZK 200775","LSM-45516","HA1E",0.279
"CHEMBL2357745","LSM-6159","PC3",0.279
"Piribedil","LSM-3057","PC3",0.279
"Tizanidine","LSM-5242","HT29",0.279
"MLS000037800","LSM-4547","HEPG2",0.279
"BRD-K52688277","LSM-40172","A549",0.279
"ST50411348","LSM-1486","VCAP",0.279
"BRD-K19418153","LSM-38318","VCAP",0.279
"BRD-A00474148","LSM-45242","HELA",0.279
"Cyclosporine","LSM-42883","VCAP",0.279
"KN 62","LSM-1824","HCC515",0.279
"BRD-K52183630","LSM-40152","HT29",0.279
"BRD-M88429329","LSM-45078","VCAP",0.279
"Indole-3-carbinol","LSM-2011","SKB",0.279
"Mefloquine","LSM-5525","MCF7",0.279
"CHEMBL2361177","LSM-37819","VCAP",0.279
"Ataluren","LSM-5991","VCAP",0.279
"Nicotine","LSM-2093","HA1E",0.279
"BRD-K02004525","LSM-37382","HT29",0.279
"BRD-K27638907-019-01-5","LSM-36519","VCAP",0.279
"SA-1459849","LSM-42132","MCF7",0.279
"BRD-K24133356","LSM-9887","VCAP",0.279
"Calpeptin","LSM-2570","A375",0.279
"MLS003650003","LSM-11569","VCAP",0.279
"BRD-K17181267","LSM-9466","A375",0.279
"BRD-K24164383","LSM-9888","VCAP",0.279
"BRD-K51626376","LSM-15146","VCAP",0.279
"BRD-K27343142","LSM-10079","VCAP",0.279
"Tocainide","LSM-1909","PC3",0.279
"ACON1_001504","LSM-44564","MCF7",0.279
"BRD-K73008154","LSM-41235","PC3",0.279
"BRD-K74329753","LSM-41317","HT29",0.279
"Catechin Pentabenzoate","LSM-2051","A549",0.279
"YM90709","LSM-2128","MCF7",0.279
"H0635_SIGMA","LSM-5010","VCAP",0.279
"MLS-0437131.0001","LSM-3305","A375",0.279
"BRD-K56583519","LSM-11849","PC3",0.279
"BRD-K18964980","LSM-29352","HA1E",0.279
"BRD-K39211770","LSM-39434","VCAP",0.279
"SCHEMBL2592382","LSM-2668","HCC515",0.279
"CGS-12066A","LSM-2420","HT29",0.279
"BRD-K75749796","LSM-13062","VCAP",0.279
"Cefaclor","LSM-5368","A549",0.279
"Ciprofibrate","LSM-1600","VCAP",0.279
"BRD-K26381032","LSM-38708","MCF7",0.279
"Lanatoside C","LSM-5496","VCAP",0.279
"Latrunculin B","LSM-43068","PC3",0.279
"PNU-99194A","LSM-3568","A375",0.279
"BRD-K76264608","LSM-41435","HT29",0.279
"BRD-K66577472","LSM-12482","VCAP",0.279
"3-Aminobenzamide","LSM-4525","MCF7",0.279
"BRD-K50174388","LSM-11481","A375",0.279
"Edoxaban","LSM-45848","HA1E",0.279
"CHEMBL277800","LSM-1837","MCF7",0.279
"BRD-K55260239","LSM-40300","MCF7",0.279
"SCHEMBL1675223","LSM-2485","MCF7",0.279
"Mianserin","LSM-1374","A375",0.279
"BRD-K30758351","LSM-10281","VCAP",0.279
"BRD-K45843042","LSM-7432","MCF7",0.279
"MLS001065836","LSM-2813","HEPG2",0.279
"CHEMBL1521956","LSM-1632","VCAP",0.279
"AC1MF5KH","LSM-3842","VCAP",0.278
"PI 3-K/mTOR Inhibitor III, PKI-179","LSM-45478","HT29",0.278
"BRD-K79947616","LSM-6763","VCAP",0.278
"BRD-K69158405","LSM-8334","VCAP",0.278
"Batimastat","LSM-6276","A549",0.278
"SA-1919877","LSM-41218","MCF7",0.278
"STK179629","LSM-2626","MCF7",0.278
"PK04PUR_000067","LSM-36645","VCAP",0.278
"RO 16-6941","LSM-2985","PC3",0.278
"BRD-K31746020","LSM-39002","VCAP",0.278
"MLS002264437","LSM-1962","VCAP",0.278
"MK-8033","LSM-45677","HA1E",0.278
"BRD-K11169037","LSM-14721","VCAP",0.278
"Artesunate","LSM-4916","A549",0.278
"MLS000773738","LSM-3464","VCAP",0.278
"BRD-K88748878","LSM-14967","VCAP",0.278
"Isoconazole","LSM-6515","HELA",0.278
"BRD-K82494270","LSM-13468","VCAP",0.278
"BRD-K22080587","LSM-9765","VCAP",0.278
"BRD-K67771738","LSM-7752","VCAP",0.278
"Piperidolate","LSM-1951","SKB",0.278
"HG-9-91-01","LSM-6343","HEPG2",0.278
"501919-59-1","LSM-6243","HCT116",0.278
"(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one","LSM-42866","VCAP",0.278
"BRD-K05931533","LSM-8774","A549",0.278
"KUC104145","LSM-3921","HA1E",0.278
"SCHEMBL5962596","LSM-37231","FIBRNPC",0.278
"Decitabine","LSM-5855","HELA",0.278
"BRD-K42543304","LSM-6114","VCAP",0.278
"Y-26763","LSM-2992","PC3",0.278
"GSK-J1","LSM-44939","ASC",0.278
"BRD-K00429057","LSM-37306","A549",0.278
"Cinnarizine","LSM-42858","VCAP",0.278
"BRD-K67090983","LSM-6139","VCAP",0.278
"U 0126","LSM-42806","HA1E",0.278
"BRD-K58070753","LSM-40447","HA1E",0.278
"CHEMBL2142832","LSM-6098","A549",0.278
"BRD-K29423519","LSM-38871","PC3",0.278
"BRD-K99718824","LSM-14554","VCAP",0.278
"FPL64176","LSM-3777","NCIH1836",0.278
"CHEMBL2360650","LSM-6142","VCAP",0.278
"BRD-K82462389","LSM-13466","VCAP",0.278
"ZINC1569718","LSM-3105","MCF7",0.278
"SEW05685","LSM-43100","HCC515",0.278
"BRD-K21317335","LSM-9724","A549",0.278
"BRD-K33842318","LSM-44739","A549",0.278
"BRD-K88686946","LSM-13881","A375",0.278
"MLS003128853","LSM-6813","HEPG2",0.278
"BRD-K07395346","LSM-6078","A549",0.278
"(+)-Camptothecin","LSM-1442","VCAP",0.278
"TAS-103 (dihydrochloride)","LSM-45292","HELA",0.278
"salsoline","LSM-45527","PC3",0.278
"Streptozotocin","LSM-6395","HA1E",0.278
"25-Hydroxycholecalciferol","LSM-43234","PC3",0.278
"BAY 57-1293","LSM-45719","HA1E",0.278
"Indolophenanthridine","LSM-3788","A549",0.278
"CHEMBL2362330","LSM-7503","VCAP",0.278
"Doxifluridine","LSM-45881","HA1E",0.278
"BRD-K06039860-001-01-4","LSM-8779","VCAP",0.278
"CHEMBL1491377","LSM-3482","A549",0.278
"BRD-K47549778","LSM-39907","PC3",0.278
"Maribavir","LSM-45590","HA1E",0.278
"BRD-K49367140","LSM-40011","PC3",0.278
"Equilin","LSM-2063","PC3",0.278
"KUC103672","LSM-3037","PC3",0.278
"CHEMBL2356381","LSM-39052","VCAP",0.278
"ST50073310","LSM-4574","ASC",0.278
"BRD-K74287511","LSM-12976","VCAP",0.278
"Foretinib","LSM-1158","PC3",0.277
"BRD-K41005527","LSM-7371","VCAP",0.277
"Pregnenolone Carbonitrile","LSM-2870","PC3",0.277
"Sesquiterpene","LSM-6051","VCAP",0.277
"1228746-78-8","LSM-1533","HT29",0.277
"Dorzolamide HCL","LSM-45672","MCF7",0.277
"MLS002454457","LSM-2987","MCF7",0.277
"CHEMBL2142401","LSM-38231","A375",0.277
"Chlorpromazine","LSM-4017","NPC",0.277
"BRD-K75486920","LSM-13049","VCAP",0.277
"BRD-M03817478","LSM-44999","VCAP",0.277
"MLS003129486","LSM-7676","VCAP",0.277
"Gatifloxacin","LSM-5139","HA1E",0.277
"Cilastatin","LSM-1894","VCAP",0.277
"BRD-K32101742","LSM-39035","HA1E",0.277
"BRD-K85797809","LSM-13685","VCAP",0.277
"BRD-K17197507","LSM-38180","VCAP",0.277
"BRD-K09458434","LSM-9004","A549",0.277
"RU-24969","LSM-1976","MCF7",0.277
"Glimepiride","LSM-44957","VCAP",0.277
"Azathioprine","LSM-42936","VCAP",0.277
"BRD-K33960497","LSM-7288","VCAP",0.277
"AC1MS7KY","LSM-1591","HA1E",0.277
"Apigetrin","LSM-2286","VCAP",0.277
"BRD-K94797630","LSM-14242","VCAP",0.277
"BRD-K30635390","LSM-10272","VCAP",0.277
"BRD-K96194602","LSM-42493","VCAP",0.277
"BRD-K65946722","LSM-40874","PC3",0.277
"SMR000151874","LSM-3456","HCC515",0.277
"BRD-K85967137","LSM-7946","VCAP",0.277
"BRD-K03222452","LSM-8632","VCAP",0.277
"BRD-K88822846","LSM-42112","NPC",0.277
"BRD-K95611306","LSM-14291","VCAP",0.277
"BRD-K93165404","LSM-43436","VCAP",0.277
"BRD-K14079892","LSM-37989","A375",0.277
"SCHEMBL13888951","LSM-36981","NPC",0.277
"BRD-K29385065","LSM-10210","A375",0.277
"BRD-K19268781","LSM-38306","A375",0.277
"BRD-K31290665","LSM-38975","VCAP",0.277
"BRD-K16563572","LSM-38141","PC3",0.277
"CHEMBL490083","LSM-2547","HA1E",0.277
"Loperamide","LSM-3365","HT29",0.277
"BRD-K17530818","LSM-44707","PC3",0.277
"CHEMBL2362360","LSM-42010","VCAP",0.277
"NU-7441","LSM-1061","HT29",0.277
"BRD-K69500068","LSM-41054","PC3",0.277
"Gemcitabine","LSM-5333","HEC108",0.277
"IC-87114","LSM-5829","VCAP",0.277
"BRD-K50131741","LSM-11477","VCAP",0.277
"Calcipotriene","LSM-42986","A549",0.277
"BRD-K44525591","LSM-39731","A375",0.277
"BRD-K37225168","LSM-10675","VCAP",0.277
"Taltirelin","LSM-45418","YAPC",0.277
"RG7388","LSM-45958","MCF7",0.277
"Dnqx","LSM-3911","A549",0.277
"BRD-K08831772","LSM-6744","VCAP",0.277
"Ethosuximide","LSM-5195","PC3",0.277
"Tyrphostin 25","LSM-2054","A375",0.277
"BMS-182874","LSM-3258","A375",0.277
"AC1MGPVN","LSM-4682","MCF7",0.277
"BRD-K37357652","LSM-6773","A549",0.277
"BRD-K37203945","LSM-39313","VCAP",0.277
"Hydrocotarnine","LSM-2830","VCAP",0.277
"MLS002471791","LSM-3255","MCF7",0.277
"MLS002425843","LSM-3871","VCAP",0.277
"Protriptyline","LSM-2936","MCF7",0.277
"BRD-A74382794","LSM-45339","HL60",0.277
"BRD-K11826883","LSM-37874","PC3",0.277
"Telmisartan","LSM-3657","MCF7",0.277
"BRD-K09276254","LSM-8987","VCAP",0.277
"BRD-K25765811","LSM-9993","VCAP",0.277
"BRD-K10087454","LSM-14717","A549",0.277
"Olmesartan","LSM-5893","A549",0.276
"Penfluridol","LSM-2334","HA1E",0.276
"Benzylpenicillin","LSM-3229","HELA",0.276
"BRD-K91836367","LSM-42273","HA1E",0.276
"Efavirenz","LSM-5526","VCAP",0.276
"CHEMBL3187421","LSM-41251","MCF7",0.276
"BRD-K29004135","LSM-10187","VCAP",0.276
"BRD-K23674074","LSM-38563","MCF7",0.276
"CEFOTETAN","LSM-45671","PC3",0.276
"Zoxazolamine","LSM-3476","VCAP",0.276
"Azithromycin","LSM-5821","HEPG2",0.276
"CHEMBL3188986","LSM-38984","MCF7",0.276
"SMR000127896","LSM-4852","HA1E",0.276
"Meclofenamic acid","LSM-3108","VCAP",0.276
"BRD-K55010869","LSM-40281","MCF7",0.276
"CHEMBL3186447","LSM-42507","VCAP",0.276
"Rotundine","LSM-45477","PC3",0.276
"CID 75060947","LSM-36700","MCF7",0.276
"CHEMBL586058","LSM-2796","PC3",0.276
"Pimecrolimus","LSM-45937","YAPC",0.276
"BRD-K64930062","LSM-12394","VCAP",0.276
"Alfacalcidol","LSM-5918","MCF7",0.276
"Piretanide","LSM-3959","HCC515",0.276
"Arylmorpholine analog 37","LSM-3124","VCAP",0.276
"Selegiline","LSM-5920","VCAP",0.276
"BRD-K36909552","LSM-39291","VCAP",0.276
"BRD-K42573370-001-01-1","LSM-37084","HT29",0.276
"BRD-K98062050","LSM-42582","A549",0.276
"Haloprogin","LSM-5310","MCF7",0.276
"Lomitapide","LSM-45564","A375",0.276
"CHEMBL416418","LSM-6211","HT29",0.276
"SCHEMBL11184005","LSM-1791","HEPG2",0.276
"AC1LBR3D","LSM-3395","VCAP",0.276
"Indinavir","LSM-5471","A375",0.276
"Binospirone","LSM-1611","MCF7",0.276
"Danusertib","LSM-5253","HCC515",0.276
"BRD-K87387614","LSM-42031","VCAP",0.276
"BMS-509744","LSM-1137","SKL",0.276
"BRD-K08251038","LSM-37720","MCF7",0.276
"BRD-K78099132","LSM-14935","HT29",0.276
"N-{4-[(Methylsulfonyl)amino]phenyl}acetamide","LSM-4557","A549",0.276
"VU0240551","LSM-2593","PC3",0.276
"STK009254","LSM-1910","HA1E",0.276
"KUC106502N","LSM-4878","HCC515",0.276
"LY2157299","LSM-45601","HT29",0.276
"Desloratadine","LSM-5887","A375",0.276
"BRD-K30934336","LSM-38962","PC3",0.276
"TUL_XXI035","LSM-36823","NOMO1",0.276
"MLS001401410","LSM-5634","PC3",0.276
"CHEMBL566501","LSM-4112","A549",0.276
"(R,S)-Indatraline","LSM-5209","VCAP",0.276
"Calcipotriol","LSM-44621","HA1E",0.276
"MLS000583951","LSM-1796","NPC",0.276
"Mifobate","LSM-1761","PC3",0.276
"PCL2_000121","LSM-36763","HCC515",0.276
"Maprotiline","LSM-2043","MCF7",0.276
"N-(2,3-Dimethylphenyl)bicyclo[2.2.1]heptane-2-carboxamide","LSM-1825","HCC515",0.276
"Fasudil","LSM-3715","MCF7",0.276
"Primidone","LSM-2700","HELA",0.276
"MK-0752","LSM-45266","HELA",0.276
"BRD-K27239120-001-01-1","LSM-6802","HT29",0.276
"MLS000778276","LSM-43118","HT29",0.276
"CHEMBL1612677","LSM-2370","HA1E",0.276
"BRD-K18321170","LSM-9529","VCAP",0.276
"BRD-K71555338","LSM-41163","VCAP",0.276
"BRD-K36618611","LSM-10641","VCAP",0.276
"SA-424534","LSM-37956","MCF7",0.276
"BRD-K04534322","LSM-36643","PC3",0.276
"BG-1010","LSM-36928","FIBRNPC",0.276
"KUC104487","LSM-2155","HCC515",0.276
"Nor2-Chlorpromazine","LSM-37195","NPC",0.276
"Heptaminol","LSM-5026","MCF7",0.276
"R-7128","LSM-45627","YAPC",0.276
"1,4-Chrysenequinone","LSM-5357","MCF7",0.276
"AC1NWALF","LSM-1930","NPC",0.276
"BRD-K31108633","LSM-10306","A549",0.276
"Sappanone A Trimethyl Ether","LSM-42843","A549",0.276
"102649-78-5","LSM-2565","HT29",0.276
"BRD-K85822033","LSM-45305","PC3",0.275
"Tafamidis","LSM-45558","PC3",0.275
"Dexamethasone Acetate","LSM-1915","A375",0.275
"BRD-K31129604","LSM-38967","HT29",0.275
"CHEMBL2361829","LSM-12178","A549",0.275
"BRD-K88908047","LSM-13895","VCAP",0.275
"ZINC04889240","LSM-4055","VCAP",0.275
"Sibutramine","LSM-5000","PC3",0.275
"SA-1457415","LSM-40938","MCF7",0.275
"PF 3845","LSM-6265","HCT116",0.275
"BRD-K05967016","LSM-14697","A549",0.275
"KBIO2_003002","LSM-3362","VCAP",0.275
"AC1LOPLX","LSM-36735","PHH",0.275
"Gelsemine","LSM-1353","A375",0.275
"CHEMBL2356537","LSM-6830","HUH7",0.275
"Edaravone","LSM-5486","VCAP",0.275
"Dibenzepin","LSM-3783","PC3",0.275
"BRD-K01608965","LSM-8538","VCAP",0.275
"BRD-K63423329","LSM-44816","HT29",0.275
"BRD-K46396728","LSM-11261","VCAP",0.275
"CHEMBL472694","LSM-42830","VCAP",0.275
"BRD-K83072410","LSM-13506","MCF7",0.275
"Phenolphthalein","LSM-2432","PC3",0.275
"AN-465/42886295","LSM-4764","HT29",0.275
"BRD-K82462147","LSM-13465","VCAP",0.275
"Glycerol Monopalmitate","LSM-4482","A549",0.275
"ZINC27646218","LSM-5934","VCAP",0.275
"BRD-K31175437","LSM-38970","VCAP",0.275
"ZINC02868881","LSM-4724","MCF7",0.275
"BRD-K89986699","LSM-13979","VCAP",0.275
"6B-Hydroxy-3-tropinone","LSM-4457","HEPG2",0.275
"C19H19FN4O3","LSM-1178","SKBR3",0.275
"Tinidazole","LSM-5948","MCF7",0.275
"BRD-K44079161","LSM-39700","VCAP",0.275
"BRD-K51916742","LSM-40137","PC3",0.275
"L-690330","LSM-4578","SW620",0.275
"SUGA1_009978","LSM-36692","VCAP",0.275
"SMR000623171","LSM-3447","VCAP",0.275
"BRD-K81927853","LSM-41744","VCAP",0.275
"BRD-K96663038","LSM-14365","VCAP",0.275
"CHEMBL3182146","LSM-2619","HA1E",0.275
"BRD-K60002786","LSM-7641","VCAP",0.275
"CHEMBL2361449","LSM-10364","VCAP",0.275
"196868-63-0","LSM-3505","HEPG2",0.275
"BRD-K25471349","LSM-9975","VCAP",0.275
"Aripiprazole","LSM-5776","YAPC",0.275
"Benactyzine","LSM-5908","VCAP",0.275
"Ambroxol","LSM-3260","HT29",0.275
"Levocetirizine","LSM-5412","YAPC",0.275
"SR 33805 oxalate","LSM-45933","YAPC",0.275
"BRD-K52675185","LSM-40171","VCAP",0.275
"CHEMBL1887751","LSM-2647","VCAP",0.275
"SMR000206936","LSM-1501","A375",0.275
"CHEMBL1478888","LSM-6413","HA1E",0.275
"Cisaprida","LSM-2133","SKB",0.275
"DIMETHYL FUMARATE","LSM-45569","HA1E",0.275
"CHEMBL2131775","LSM-37662","VCAP",0.275
"BRD-K75872636","LSM-41402","HT29",0.275
"AG-205/37023070","LSM-4378","VCAP",0.275
"BD-1008","LSM-2367","VCAP",0.275
"BRD-K85515417","LSM-44885","MCF7",0.275
"BRD-K61782241","LSM-12173","A375",0.275
